time,page,sender_name,content,photos,,videos,link,kdv,
2024/03/20,Chuyện của Hà Nội,Thao Thu Giap,Sinh viên học viện D giàu lắm hả??? Tôi đi học chỉ dám ăn vụng cái kẹo thôi 😞  | Thaor,https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/433249423_427231499828482_9221556329141063776_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeErt-iLhROkGPKKYhye7ogitoNVASYS3qG2g1UBJhLeoZf5b-SnAMTL2YWHjU0L_SKIbIb7AzHJ_LZ-xUDodwn4&_nc_ohc=aej_jpu2tu0AX-CPt0u&_nc_ht=scontent.fhan2-5.fna&oh=03_AdQJ2G5ZUSQ9sSeMyVAdl3ltUrvWvXmkhJcoEPb5Z5H3rQ&oe=6631E9A9 ,,,,Đạt,Duyệt
2024/03/20,Chuyện của Hà Nội,Khanh Huyen,"Một em bé từ nhỏ đã biết yêu thương 💖  Ngày hạnh phúc, gửi tới mọi người một lá thư tràn ngập sự đáng yêu.  Câu chuyện từ bé Hà Thư | Chốn",https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/431350666_311749908260764_4645777985484286107_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFBNkzH1s4m2O99y-UzZQH56Ht7d5EiyoDoe3t3kSLKgMp2UqwYTJKvbQeepGlcNVnvvHphX2BetbBhIAFQwSH3&_nc_ohc=X2_U94PvNzIAX-_AQ8H&_nc_ht=scontent.fhan2-3.fna&oh=03_AdRlyGzlIsmGgXRW8d4Vk0U-sf2y4s3pGssZZrGSXB77WQ&oe=6631CC77 ,,,,Bách,Duyệt
2024/03/20,Chuyện của Hà Nội,Hoang Tuấn Anh,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid02pERWKh89KsM4k3non46dQ6Bdxwi14bfYoPYxvmawGozUXda7B4vth2dSdUUtCC8Ul?__cft__[0]=AZWK2ESbJUWjTcOP3gE_Ljds5Dbn6IBxRYFSBWzGP-6XsD7OfkOg8mHuCvrEf_vU90x2cbw1zn097WjSONaopIWV8c07R1kPz6VW4I1Y8QvutACI6mE44ErQILunc_kgafpzb8uc_hTvpzVvXDo7-uDkU11TBKkI20N5L44CvPSiYBobskXlM_PiN4DJauPRNlE&__tn__=%2CO%2CP-R,,,,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid0kU1VQj62JA8qmCsSWg8U2qzBD19BnF75FGtFnAr8Y1YPcmM1jVgSgTe1ZhM68aJCl,Bách,Duyệt
2024/03/20,Chuyện của Hà Nội,Hoang Tuấn Anh,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid05aAEyGkMcuhNSgwjCHFzy9gji5qYJ24Fq5nKEeMpgt5yovbHM116R9ahLc4CH2Ufl?__cft__[0]=AZVGAAMAhlwLYxWew9lw-W-TBR0Eb68hqjNIzgJms5LyNUBmOZL9gxEWKd3aPW8cPdnTT5XY5f9s3A1qJPoQsgTk0vkhwihTt04HKy84AKrGksTAXovi3DQsg0wwf82mKg8&__tn__=%2CO%2CP-R,,,,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid029Cq8A9GRHkwVcm9AhqWvntB6rnuvQ2EwCYa2bBTNsQ2M7qcaki9xxPsvcGXKihVxl,Bách,Duyệt
2024/03/20,Chuyện của Hà Nội,Khanh Huyen,"Không phải tự dưng lại có Quốc tế Hạnh phúc đâu, tại vì chúng mình hay “quên mất” phải sống hạnh phúc, nên mới có ngày này để nhắc nhở đấy.",,,,,Đạt,Duyệt
2024/03/20,Chuyện của Hà Nội,Hoang Tuấn Anh,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid0nK949db4bAx4JU4Z6mm6po9ZpL3FELKp1c7sRtooGN7r3nTkkMTrrkCRWQYUF1Sql?__cft__[0]=AZVbiOPa1i5zKIS2o6zW98epFI9NXSjVHyu7dY3ZisFJuPpVT0eG1CZfSx1ACV_MOFaJq4bKU-GSQJltDUbb_2Ag8MjZXvOy1t25eqXxA5a_ksmAZXTUfP53ao9-PFG1Aq8&__tn__=%2CO%2CP-R,,,,https://www.facebook.com/ChuyencuaHaNoi/posts/pfbid02rRmTu9gL5kd2WxzVAXvtrW1BzygN3sAwbuuG4SVeQoMfBnS8fcAD4du2keaawRyDl,Đạt,Duyệt
2024/03/20,Chuyện của Hà Nội,Thao Thu Giap,"Quốc tế hạnh phúc 20/3 💌 Nói một lời cảm ơn với người đã yêu thương, nhẫn nhịn bạn suốt thời gian qua",,,,,Đạt,Duyệt
2024/03/19,Chuyện của Hà Nội,Khanh Huyen,"| 19 . 03 . 2024 - HÓA RA AI CŨNG CẦN CÓ GIA ĐÌNH TRONG ĐỜI |  Đời gục ngã, đời mỏi mệt, đời bất lực, đời khó nuốt, những lúc như thế thì đâu là nơi mình chạy về?  Mình nhận ra rằng ai cũng cần có một gia đình trong đời. Để khi mình bước đi, vẫn luôn biết phía sau có người dõi theo ủng hộ và chờ đợi mình trở về. Để khi mọi cánh cửa đóng lại, vẫn còn đó cánh cửa ở nhà, thật khẽ mở ra đón mình vào lòng, vỗ vễ những cơn lo lắng bất an từ sâu bên trong, từng chút từng chút ủi an mình khỏi những giông bão chen đường.  Hóa ra ai cũng cần có gia đình. Để lúc cả vũ trụ có quay lại với mình, thì gia đình vẫn ở đây và mỉm cười dang tay, để lúc tiếng nói của mình không được ai lắng nghe, họ vẫn sẵn lòng ngồi yên bên cạnh thấu hiểu. Gia đình là một hạnh phúc êm ru mà mình thấy may mắn làm sao khi có được.  Ở nhà có mẹ, ở nhà có bố, ở nơi ấm áp nhất địa cầu, mình có một gia đình sẵn sàng chở che mình khỏi mọi gió bão bên ngoài kia.  Có gia đình bên cạnh là một điều đáng trân trọng.  | Chốn 📸: Trần Hoài Thảo Ngân",https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/431332286_1376914966351709_4538867727222593908_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEGIxDlYrxAKEmztjrVpOAGgg20LsCaK0KCDbQuwJorQtdC3aUA5BQkb_oxlbseUTjcYurmwC_43nkA0iHRy2AN&_nc_ohc=3jxMEmUC1qMAX9QY-Ru&_nc_ht=scontent.fhan2-4.fna&oh=03_AdQuu-8680RhVIFEG1yBKAM0agcN5ng5HN7vI0bVnXv9yQ&oe=6631D1BF ,,,,Bách,Duyệt
2024/03/19,Chuyện của Hà Nội,Nguyễn Đăng Minh Quân,"❗ QUEN TAY MÀ TƯỞNG VÔ HẠI: BẾ ĐUNG ĐƯA KHIẾN BÉ 2 THÁNG TUỔI TỔN THƯƠNG THẦN KINH, PHẢI NHẬP VIỆN GẤP   Vừa hôm nay 19/3, Bệnh viện Nhi TW cho biết gần đây tiếp nhận trường hợp một bé 2 tháng tuổi nhập viện trong trạng thái li bì, co giật, tím môi.  Sau những xét nghiệm cần thiết, bệnh viện tiết lộ nhiều vấn đề nghiêm trọng của bé bao gồm tụ máu não, xuất huyết võng mạc - nguyên nhân được cho là do rung lắc khi bế. Nôm na là khi bé quấy khóc, gia đình thường xuyên bế bé và đung đưa để dỗ. Tuy nhiên, việc này đã phản tác dụng và khiến bé chịu những tác hại vô cùng nguy hiểm, thậm chí có thể để lại di chứng thần kinh về lâu về dài.  Rất nhiều gia đình Việt Nam có những động tác quen tay “rung lắc” các bé như đung đưa, bế thốc dậy khi đang nằm, hay thậm chí là tung lên cao. Tất cả những hành động này đều được cho là nguy hiểm đối với trẻ nhỏ, dù chỉ thực hiện trong vài ba giây. Mọi người hết sức chú ý để giảm những hành động này, tránh nguy cơ bị như em bé trong câu chuyện nhé!  Hiện tại tình hình bệnh nhi đã ổn định trở lại sau khi được điều trị.  | Cam  Theo VTV24",https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432236011_386038957556982_8601480721013800446_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGYHO96LoF6V-wuBIzpJNSRwL1xPsZgZunAvXE-xmBm6fBt5RjF2FA4H5Vs5xBIyPJf_IWdxNcGzxPakQqiu4Kw&_nc_ohc=dGu4I-qI-9MAX-6cmNK&_nc_ht=scontent.fhan20-1.fna&oh=03_AdSBNI3NO-b9NdX1wcTii4i8AmQRNeWMfhu08IF-tATHaQ&oe=6631E575 ,,,,Đạt,Duyệt
2024/03/19,Chuyện của Hà Nội,Thao Thu Giap,"Bài 1 | 19 . 03 . 2024 - Xa nhà là cảm giác thế nào? |   Ngày mới lên Hà Nội nhập học, bố đưa đi mà tay xách nách mang đủ thứ. Đằng thì giấy tờ, đằng thì gạo, thịt, rau, đằng thì quần quần áo áo, nồi niêu xoong chảo. Cứ như dọn hẳn ra ở riêng. Mà hình như, đúng là ở riêng thật. Riêng nhà, riêng cửa, riêng bữa cơm.  Cái cảm giác hụt hẫng ấy, không bao giờ mình có thể quên được. Mình rời nhà đầy lưu luyến. Mẹ chào, em chào, nhưng cứ quay mặt đi. Sợ ngoảnh lại nhìn là khóc.   Tuần đầu ở Hà Nội, mình thấy thời gian trôi chậm tới mức đếm mãi không hết nổi một ngày.   Giờ quen Hà Nội hơn rồi, nhưng đếm ngày về nhà cũng xa lắm. Một mình ở nơi đất khách quê người, không có ai, mình dễ tủi thân, cô đơn và dễ khóc. Những lúc như thế chỉ muốn được chạy về với mẹ thật nhanh, ngủ với mẹ một giấc yên bình, sáng mai lên thủ đô sớm cũng được. Nhưng khó lắm, khó lắm…   Mỗi lần mẹ hỏi “Ngủ chưa?” mà đang ngập đét-lai thì kiểu gì cũng khóc. Mọi thứ cứ rối tung lên, không biết làm thế nào.   Rồi nếu chất chứa trong lòng nhiều thứ quá, lại vỡ òa ngay khi thấy tin nhắn của mẹ trên màn hình điện thoại: “Còn tiền không, mẹ bắn”.   Có những ngày nhớ nhà mà không dám bảo nhớ, sợ bố mẹ ở nhà lo. Lo cho đứa con gái lên thành phố giấu đủ thứ chuyện…   Rằng hôm nay nó đã nhịn đói cả ngày, nhưng số tiền trong túi không cả đủ mua một gói mì tôm.  Rằng nó thấy xe bus trước mặt, chạy đuổi theo mà bác tài vẫn đi mất. Nó trượt chân, ngã ngay trên đường.  Rằng công việc làm nó vật vã, nó muốn bỏ nhưng không thể bỏ được. Dù nó được đồng nghiệp mời mấy thứ ngon lắm, cổ họng nó vẫn nghẹn đắng, vì nó không vui.   Đúng rồi, nó ước được về nhà. Ăn cơm muối lạc cũng được, không có thịt cũng chẳng sao đâu. Vì nó biết, ở nhà nó hạnh phúc nhiều.   Xa nhà, nó thấy bản thân tội nghiệp quá…  Bài 2:  Tôi có vài người bạn, không nhiều, nhưng: Họ nhờ tôi chọn ảnh, tôi chọn cái 1, họ sẽ up cái 2   Bài 3:  Ai đi ngủ bật quạt đắp chăn xứng đáng là thiên thần  Bài 4:  | 19 . 03 . 2024 - Có bạn thân ở Hà Nội là cảm giác thế nào? |  Alo, đang đâu đấy?  Nhà. Sao?  Buồn quá, đi chơi đê  Ok. Thay quần áo đi, tao đón!  Có bạn thân ở Hà Nội thật sự là điều kì diệu lắm. Bạn thân có thể xuất hiện bất cứ khi nào mình muốn, dù buồn, dù vui, hoặc không gì cả.   Cảm ơn những người bạn đã không bỏ rơi mình lúc mình gặp chuyện. Thế là hạnh phúc rồi.  Thế là còn nhiều hơn một chữ thương.",,,,,Đạt,Duyệt
2024/03/19,Chuyện của Hà Nội,Tuan Dinh Zin,"Ý THỨC QUÁ KÉM   Dù đã có rào chắn, biển báo cấm xe máy, ô tô nhưng nhiều người vẫn bất chấp lách rào chắn, đi xe máy vào làn đường dành riêng cho xe đạp ở Hà Nội. ""Đây không phải lần đầu chúng tôi chứng kiến xe máy đi vào. Nhiều khi đang đi thể dục, có 1 - 2 con xe máy nối đuôi nhau chạy vào, để tránh tình trạng ùn tắc ngoài đường Láng"", ông Nguyễn Xuân Nam (Yên Hòa, Cầu Giấy) nói. Nguồn: Dân Việt","https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/433322256_1237297954341814_3933704018054610216_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFTVv53cDD6di5_FtYenN3mRG-IfxBDSFdEb4h_EENIV_gIeaLXmoa8R58P_-RfVnYAna9V6JLj57Y2bL1QsaRF&_nc_ohc=ghqHHYZcIrQAX93_-KU&_nc_ht=scontent.fhan2-3.fna&oh=03_AdRLFYqorWQNU6AC5iWeA9VY8533OZYl1SrQ7PJqNpAIXQ&oe=6631DAFC 
https://scontent.fhan20-1.fna.fbcdn.net/v/t1.15752-9/432095376_402127895759492_1570588711901199850_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEf8See3yL4gJkME95aWw4XQRLTBRnWo8JBEtMFGdajwkETGCyoeKbPKWyOdzpYPKDF0oObjS3-YDXtcIyS0u7M&_nc_ohc=Pg5hVRk_CHsAX_nFsDR&_nc_ht=scontent.fhan20-1.fna&oh=03_AdSbtE6sTXqXNS7Cdxto2snV3Z2zCL2j8rfjBhY4No95ag&oe=6631E71A 
https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/430900634_255276197650316_2441981552707566087_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFoLLOmrdiBulKvJR8D0TU6mPSIlEmxTtOY9IiUSbFO03ykxVd7afUmpq5uKOy_4NpcgthNBi-nY4AI3UJ2Tp1T&_nc_ohc=He-G4xKGd4YAX-Uim9M&_nc_ht=scontent.fhan2-3.fna&oh=03_AdTEQzdCGVaCKwjPsWCx3A88jQF2UrRHKzH64C7g0k2IDA&oe=6631F167 ",,,,Bách,Duyệt
2024/03/19,Chuyện của Hà Nội,Tuan Dinh Zin,"HỒ TÂY: HÀNG NGHÌN CON CÁ MÈ, CÁ TRÔI NẰM NGỬA BỤNG BỐC MÙI KHÓ CHỊU  2 ngày gần đây, người dân quanh khu vực hồ Thủy Sứ phản ánh hiện tượng xung quanh hồ rất nhiều cá mè, trôi, chép đã ngửa bụng ngừng thở bốc mùi rất khó chịu..  Hiện tượng cá đuối nước ở ao Tây năm nào cũng có, rất nhiều thám tử online đã từng kết luận rất nhiều lý do: đuối nước, thay đổi thời tiết, thiếu không khí và hàm lượng oxy trong nước giảm… Kiến nghị các bạn trẻ trong vài ngày tới không nên tới đây chill hay hóng gió chờ hoàng hôn, chờ lực lượng môi trường xử lý rồi hãy ghé tới   Ảnh: Quang Ba","https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/433020027_799839255382683_441033899485541147_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE8bxnJ_fkFtk7Vg3VtpwQI8PryRUla6gvw-vJFSVrqC9GtPqnovTu9mAljcathdmN3MmAyNbxEtTOH04ODkXnC&_nc_ohc=fsTWtQgyyU8AX-k1Q1K&_nc_ht=scontent.fhan14-5.fna&oh=03_AdTVbzJOCgFJLW9lGdTzLdr9PXeMEXthEiSc-hd-Zv3TDA&oe=662DCAC6 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/432904011_779504443646484_1445833703844857718_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGRBe5sKWdnOjo-3HvbMrBV808InhRvJabzTwieFG8lpgIozL2_vwoIrgp8yPGHg_pw2PiIpu2Z1RQXz5ZmUyaS&_nc_ohc=uBkULeqTssEAX8jx5ra&_nc_ht=scontent.fhan14-1.fna&oh=03_AdQD9Xpo35VBYvd50vqcdB7QS2Y0OCfDSzMz3KfhTzBYJg&oe=662DC3B1 
https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/431303889_1112715029967094_4933199887903432628_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFO1mG0dzcDlxcCQFygJd1Iqn6-SJKHCiOqfr5IkocKI4WKYVfQbH3Qo3PFVGVC684Ok4ao-3P2-xbvmio6ys-s&_nc_ohc=0S-DPwsTJP0AX_BBa8f&_nc_ht=scontent.fhan14-1.fna&oh=03_AdTFmyML0kSmlbv_qDwkP-9EuNKTwCRqlAbie01FQ3p4Fw&oe=662DD977 ",,,,Đạt,Duyệt
2024/03/19,Chuyện của Hà Nội,Khanh Huyen,Vậy là lần cuối đi bên nhau?,https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/419466683_1833552303762805_6737308306584746421_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEp23AonEosrD5DTyYHMKwp0OHriNsc-6rQ4euI2xz7ql0_mUOvcmmyiRRdKi0Uhg-2h6TYwhTbHUgv7D8Iswvh&_nc_ohc=naAB8t85jqMAX-uKs6T&_nc_ht=scontent.fhan2-5.fna&oh=03_AdRsMOmbFRpSpX4ePa27vINLeos969ivPou4NS3HBgELsQ&oe=6631F72B ,,,,Đạt,Duyệt
2024/03/19,Chuyện của Hà Nội,Khanh Huyen,"“Mấy đứa cháu ông mới mua cho ông cái điện thoại cảm ứng. Rõ là khó dùng đấy, chúng nó dạy ông dùng mãi, ông còn phải viết vào sổ cho nhớ.   Thế mà hay ra phết, ngày xưa thấy cảnh đẹp chỉ biết ngắm thôi, bây giờ còn chụp lại được để sau ngắm lại cơ đấy. Bọn trẻ bây giờ có nhiều thứ hay ho thế chứ!”  | Chốn Ảnh minh họa: Nguyễn Phạm Duy Bình | Chuyện của Hà Nội group",https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/432716529_1084113916213455_8811766040268682199_n.png?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGVglUt-dzPc2xa95yAo9NMFFp0JdROf2AUWnQl1E5_YHKeQC5-gKoBCKaPRtpe4R4reI-90HvZZPFWNJZMY26J&_nc_ohc=I4-6cTyd7JYAX-x6Uk2&_nc_ht=scontent.fhan2-3.fna&oh=03_AdRPsJjJc10htij9h-hsGNlSTlU-WlWPUMW1k8r32Ts_XQ&oe=6631DDE8 ,,,,Đạt,Duyệt
2024/03/19,Chuyện của Hà Nội,Khanh Huyen,"[HỖ TRỢ TÌM NGƯỜI MẤT TÍCH]  Họ và tên của người trình bày : Lê Đức Toản - Bố đẻ của người mất tích. Trú quán tại: Công Lý, Lý Nhân, Hà Nam. Họ tên và năm sinh người cần tìm: Lê Đức Toanh - Sinh ngày: 1/10/1985. Thời gian mất tích: Tháng 4/2023.  Cháu là Lê Đức Toanh, hộ khẩu tạm trú tại Triều Khúc, Thanh Trì, TP. Hà Nội. Cháu là Kỹ sư xây dựng làm tại Tập Đoàn VinsGroup, nhận thi công công trình tại tỉnh Cao Bằng. Đến T3/2023 xin nghỉ việc tại công ty để chuyển tới công ty mới. Và từ đó cháu Toanh mất hoàn toàn thông tin liên lạc với gia đình. Lúc đi cháu mang hết đồ đạc, mấy ngày đầu cháu có gọi điện nói chuyện với vợ bình thường. Nhưng rồi tới 1 tuần sau cháu gửi cho vợ 1 bức tâm thư và mất hết liên lạc facebook, zalo. Gia đình đợi tin cháu, mong ngóng tết dương, tết âm cháu sẽ về mà vẫn không thấy tin tức. Mãi tới khoảng tháng 2/2024 gia đình mới đi trình báo công an nhưng tới hiện tại vẫn chưa có tin tức gì.  Ai có thông tin của cháu xin liên hệ cho gia đình biết tin, gia đình xin cảm ơn và chân thành hậu tạ!",https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/432794937_389377030653860_1849059628542906023_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeE1yJIHMEJm1nlSvWhruCH9h7SLKp-c2g6HtIsqn5zaDqao9zM-0BWg_wBK8CWXzoLgpN4AJ2fy4GjWOaY57xJX&_nc_ohc=_-AYUKqV8t0AX9euDJd&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQCKqnI_xkK5BYXmd7haIixJywkNT8YX3WkcR8Toa5KkA&oe=6631F241 ,,,,Bách,Duyệt
2024/03/19,Chuyện của Hà Nội,Tuan Dinh Zin,Nhột nhột,https://scontent.fhan2-3.fna.fbcdn.net/v/t1.15752-9/433377908_3033284843480799_4403715695305911212_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFcB_sJr4fJKmTh4pQmUoCWLf5Zx0kpj7Et_lnHSSmPscvHfnwcqyBHqqKylQNyuYOr4MjYU5dTqebZuEnIbb8R&_nc_ohc=ihhWpx4-o0MAX_YYZq5&_nc_oc=AdiI8It--4iDAbJ2QSftCd86vymrG7m2KwpU1IBNnKXJ5dAUuL-3Zjqe7x0dGPI469A&_nc_ht=scontent.fhan2-3.fna&oh=03_AdQ4lNhOL608FX1jg-EuRv52XIoT0hsaFJ6sjcNRxyQbMw&oe=6631E3FE ,,,,Đạt,Duyệt
2024/03/19,Chuyện của Hà Nội,Tuan Dinh Zin,"UBND phường Bưởi (HN) vừa xử lý, nhắc nhở người bán hàng rong có hành vi ""chặt chém"" khách du lịch gây phẫn nộ trên MXH những ngày vừa qua.  Cụ thể, người phụ nữ này khi được khách nước ngoài trả 200.000 đồng cho một túi táo nhỏ thì đã nhất quyết không trả lại tiền thừa. Sau khi clip lan truyền trên mạng đã gây xôn xao dư luận, nhiều người đã lên án hành động của người phụ nữ bán hoa quả, gây ra hình ảnh không đẹp cho du lịch Hà Nội.  Làm việc với cơ quan chức năng, người bán hàng rong này đã bị xử phạt hành chính về lỗi bán hàng rong không niêm yết giá và cam kết không tái phạm.  Câu chuyện không chỉ là vài quả táo, mà đó là đại điện cho hình ảnh con người và du lịch của nước ta. Hãy để những du khách nước ngoài sau chuyến du lịch Việt Nam về trở lại đất nước của họ, Việt Nam là một mảnh đất yên bình, con người thân thiện và tốt bụng!   -Z Nguồn: VTV",https://scontent.fhan2-5.fna.fbcdn.net/v/t1.15752-9/430775792_301018692774367_1294531056584486468_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeF2RrPcRiaMbaDrpu1ZZgwN1OSfN4yYLKLU5J83jJgsoqF0TMS4zIXysrmMyw1GS6CWSD5-ilToDSQ5H7Q1B3TS&_nc_ohc=Bk9ANLyETkgAX9_qYOr&_nc_ht=scontent.fhan2-5.fna&oh=03_AdQFXdWGhm5r4BS2fkTv5eKxXZRpr4cjMzwrO3lfDN99ZQ&oe=6631D43D ,,,,Đạt,Duyệt
2024/03/19,Chuyện của Hà Nội,Tuan Dinh Zin,"HƯƠNG VỊ CỦA HÀ NỘI !  Nghe thì có vẻ buồn cười nhưng mà có thật, với tôi Hà nội không chỉ là cảm quan mà còn có một mùi vị riêng của nó, mà điều này có lẽ chỉ có ở những người đi xa khi trở về mới nhận biết được nó một cách rõ ràng...  Hà nội có một hương vị riêng của nó mà người ta nhiều khi có thể ngửi được, thí dụ như khi bước chân ra cửa cái đầu tiên mà người ta thấy được đó là cái mùi khói xe máy khen khét mà ít nơi nào có, đi vài bước là người ta ngửi thấy một mùi vị thật quyến rũ đó là mùi phở...  Tiếp đến là cái mùi cà phê, chỉ cần đi đến đầu phố Triệu Việt Vương người ta đã ngửi thấy mùi cà phê thơm lừng mà đặc trưng hơn đó là mùi cà phê Hà nội.  Vào những buổi trưa, cái đầu tiên mà người ta cảm nhận được ở khắp các con phố và góc chợ, đó là mùi bún chả, cái mùi khói quyến rũ đến chết người đó làm cho người ta đói đến mức cồn cào...  Những buổi chiều mùa thu, tầm ba giờ người ta ngửi thấy mùi bánh trôi tàu nhà bác Phạm Bằng ở cuối phố Hàng Giày khi đi qua.  Mùi bánh rán ở phố Hàng Chiếu và còn rất nhiều những cái mùi thập cẩm đặc trưng của Hà nội nữa, khi người ta đi qua một con ngõ nhỏ nổi tiếng với những hàng quà mang tên Đồng Xuân...  Hà nội còn có nhiều mùi lắm, quanh nằm bốn mùa, tháng nào cũng có một mùi đặc trưng.  Tháng giêng vào những dịp áp tết lúc đó Hà nội thoang thoảng cái mùi của tết và bánh chưng. Tháng hai trắng muốt với mùi hoa sưa... Tháng ba xuân về với hương hoa bưởi nhẹ nhàng mà thanh tao. Tháng tư chớm hè, ôi cái mùi thơm của hoa loa kèn làm cho người ta mê muội và vị chua chua của mùi hoa sấu...  Rồi đến tháng năm hoa bằng lăng tím ngắt một mùi thơm nhẹ nhõm và khi những cơn gió đầu hạ thổi bên bờ hồ Tây cũng là lúc hương sen tỏa ngát của tháng sáu...  Tháng bảy là mùi của hoa xà cừ như đuổi những cái nắng oi ả thiêu cháy trên mặt đường , tháng tám ngai ngái mùi hoa dâu da xoan...  Tháng chín hương hoa sữa ngát phố phường về đêm, với mùi hương cốm thơm nồng. Tháng mười cúc họa mi gọi đông về trên phố thơm lừng với mùi ngô nướng ở góc phố.  Khi những cơn gió mùa đông bắc đầu tiên tràn về cuối tháng mười một đầu tháng mười hai, cũng là lúc những vườn hoa cải ven sông nở rộ, một mùi hương xa ngái thoảng qua...  Với tôi đã bao năm xa nhà, mỗi khi nghĩ về Hà nội tôi thường nhớ cái mùi thơm khen khét của pháo tết, một hoài niệm với bao nhiêu ký ức của tuổi thơ.  Nhớ lắm, Hà nội ơi...   Bài viết của bạn Tuệ Phong",https://scontent.fhan2-4.fna.fbcdn.net/v/t1.15752-9/433128939_949693246695421_7800547092214205324_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHs8ZemaB6vuVInkAVCLLjhUdBNtRqxz1FR0E21GrHPUcML6BCzjv-wpEPLhPKAcJlMfZrSP94j-moCk8A69CR-&_nc_ohc=phKwsLmUs6sAX9ICM6d&_nc_ht=scontent.fhan2-4.fna&oh=03_AdRb1vb2SZl7IxHjB8bSe0Dbocu4SQ3NyADUXi_xvK9fqw&oe=6631E03B ,,,,Đạt,Duyệt
