time,,sender_name,content,photos,,videos,link,kdv,,,
2024/03/21,FP - Sài Gòn nghenn,Đồng Lan Phương,"BUÝT 99 - TUYẾN XE BUÝT LỊCH SỰ NHẤT LÀNG ĐẠI HỌC  Tuyến xe bus 99 cũ sẽ dừng hoạt động vào thời gian tới, thay vào đó là tuyến 99 do hãng Futa vận hành. Dưới đây là những lời chia sẻ thân thương từ các bạn sinh viên về tuyến xe 99:  1. Buýt 99 ngưng chạy thì còn đâu quái xế xa lộ, chạy vừa xóc vừa nóng nữa 😭  2. Tạm biệt lò xông hơi di động huhuu 🙁  3. Nhớ những ngày chỉ cần bỏ 3k là được đi tàu lượng siêu tốc 99 🥹  4. Mong là tài xế và tiếp viên của tuyến mới tuyệt vời như của 99 cũ, vừa nhẹ nhàng, vừa có tâm!  5. Không xe nào nhiệt tình bằng 99. Cô chú đon đả mời gọi, tính đi 33 ra Suối Tiên mà không thể từ chối luôn á 😅  6. Bầu trời kỷ niệm. Hồi năm nhất ngày nào cũng đi xe 99. Đi xe 99 hầu như không cần đưa thẻ sinh viên, 33 và 53 lâu lâu còn bị chữi. Mình nhớ nhất là có hôm chú bán vé vừa bán vé vừa phải giữ cái cửa cho nó khỏi rơi ra ngoài. 🥰  7. Ngày nào cũng đi 99 mấy bác tài xế vs xé vé gần như quen hết. Hong biết đổi chủ rồi các bác có được làm tiếp không 😔  8. Rồi bữa nào dậy trễ ai cứu nổi tui đây 😭😭 Bình thường có mỗi bus 99 đậu lâu lâu chờ sinh viên à 😭😭  9. Kỷ niệm nhớ nhất về 99 là leo lên xe ngồi 15 phút, thấy 2 chuyến 33 chạy vút qua trước mặt rồi mà 99 vẫn chưa thèm chạy 🥲 Leo xuống thì kỳ 😅  10. Ngày trước hay đi xe 99 vì thích gió trời hơn gió máy lạnh. Mà gió dữ quá có lần tưởng bay gớt cái đầu dọc đường 🥲  11. Hehe có 1 lần mình đi 99 cũng nghe chú lái xe chỉ vào chiếc xe màu cam nào đó rùi bảo sắp tới sẽ thay xe. Mà từ lâu lắm rồi, giờ mới nghe được thông báo chính thức. Nghe vui vì xe được thay mới đi vip hơn ✨  📸: Nguyễn Hoàng",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/433265238_288911650905186_7382628743802518897_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGSyN3rbXfGCPN_Te8Q2-gsYiWK9tLviDBiJYr20u-IMLnYb34TY8yDdn5LdfUSB6oyFaJScxiYbGqzlxSDzc97&_nc_ohc=7n1pmf0ZxrMAX_Q1lX6&_nc_ht=scontent.fhan14-3.fna&oh=03_AdQgWp6ZsNcJ1-iMmKBYMVWyx1giQzDbGmXGl7BxkwPc7g&oe=662DBEF3 ,,,,Đạt,Duyệt,,
2024/03/21,FP - Sài Gòn nghenn,Đồng Lan Phương,Lửa thử vàng gian nan thử sinh viên IUH 🥹,https://drive.google.com/thumbnail?id=1Tw27tOS0zLCQshKlnS9CNEUB4N9XNLS6,,,https://drive.google.com/file/d/1Tw27tOS0zLCQshKlnS9CNEUB4N9XNLS6/view?usp=sharing,Đạt,Duyệt,,
2024/03/21,FP - Sài Gòn nghenn,Đồng Lan Phương,"Có hứa hẹn, nhưng không đáng tin 😅",https://drive.google.com/thumbnail?id=1yqNPnkzlmcUVIcGLDexa3fwZ_iSwuNXD,,,https://drive.google.com/file/d/1yqNPnkzlmcUVIcGLDexa3fwZ_iSwuNXD/view?usp=sharing,Bách,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Đồng Lan Phương,"Facebook nâng chén tiêu đời lun, đá hết tính năng ra chuồng gà 🥹",https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/433182815_783598223692860_8095883628868730934_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGFqbdwEFI9LSWvz7V-4Ffb6X7PEqCVi7Hpfs8SoJWLsbfpWle2L_31V2PEGfYdiqM-XU4F6g1Fhv7j6FPlDg6Z&_nc_ohc=aEiNqV3v53sAX9ATVh1&_nc_ht=scontent.fhan14-5.fna&oh=03_AdR5LjedXKLCa3gr3IEF9Rt7bARGxAz2n7poGEwTrVIhbQ&oe=662DF1E9 ,,,,Bách,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,"Đừng reset mạng nữa, FB, messeger lại bị lỗi tìm kiếm rồi 😂",,,,,Bách,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Đồng Lan Phương,❌ Nghèo thường hay xui ✅ Nghèo thường hay khó ngủ 🥲,,,,,Bách,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Đồng Lan Phương,"VÀO CỬA NGHE NHẠC, HỌP CÔNG TY TỰ DO  Ngoài những ca sĩ quen thuộc như  chị đại Mỹ Tâm, Bray, Karik,… bên tổ chức chương trình đã xác nhận có sự góp mặt của 2 sếp Ninh Anh Bùi và Tùng Dương ✨  Các bà lập kèo đi họp công ty nèee",https://scontent.fhan14-2.fna.fbcdn.net/v/t1.15752-9/433483895_757343259507316_5653720777324286333_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEkYLstFbeZWwdKxWEr0I9_8ZuyyMXJklPxm7LIxcmSU2_LI4CyJA-CNmGCLYQRl2pBk6Q9keh_QwKrMlYeUUNO&_nc_ohc=UBChUczmsa0AX87NRf4&_nc_ht=scontent.fhan14-2.fna&oh=03_AdTohPr53Fzhdtyy1ukRmxp6PwnbhjMKzZfCnOJHnclSAw&oe=662DEB7A ,,,,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Đồng Lan Phương,"- Bé đi hóng gió với anh hong? - Em có người yêu rồi - Sao đâu, em gọi cả người yêu em đi. Xe anh 4 chỗ ✨  📸: Andy Le",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/433288590_779412827022483_7979135365861450552_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeFZhOCXfKpZPfwNLATOKVi2jmgSAR6TYtaOaBIBHpNi1gR14tMYCfBjS0MNe3tx5KLJnnNNpXN6TA65ec8POjt1&_nc_ohc=YLY-QpyunWMAX_nezJU&_nc_ht=scontent.fhan14-3.fna&oh=03_AdSRRkn8xMSMoYA-FF2Sn-ULQJLV-_ShcL26s51Uf3pN7A&oe=662DE4D8 ,,,,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Bánh Bòa,,https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/433968029_1394532171181461_1219234313759026280_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGza2SNwqm2HOLhxzkfaMnFANKTfbyLwY4A0pN9vIvBji19fr9YF0f48KHDo-6SwUlm7ZcjwfCuzMVKnjrhocwV&_nc_ohc=_5VbEinG4PUAX_Enr6S&_nc_ht=scontent.fhan14-1.fna&oh=03_AdSNlRI835_hv6iqV1bxeMa_EzsHdigPJr61IgxhcBUwSQ&oe=662DC103 ,,,,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Đồng Lan Phương,Hoàng hôn Sài Gòn như đang vào mùa đẹp nhất.  Thả vô bình luận vài chiếc hình hoàng hôn còn nằm yên trong điện thoại ii 😊  📸: chupdaocungvu,https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/433285434_919236816357674_5802351614214330535_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEp8FzMrOdjtnwM7vnFrv4_ZOOKAMd9w-Rk44oAx33D5JP0zTDP7zdM1HX8Fd5-Rb61d7Yk6NO3YZcolu7x7l_3&_nc_ohc=lTsRtzHAUaIAX_K5HWs&_nc_ht=scontent.fhan14-3.fna&oh=03_AdTIqgBEOTbEUNd6ZAtc4bUFbEX_EjDPyi5FusFGO_qByg&oe=662DDDC8 ,,,,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Đồng Lan Phương,"Mọi người ơi, mình thất bại rồi 😔😔",https://scontent.fhan14-1.fna.fbcdn.net/v/t1.15752-9/432228315_382766961259200_7220597901091752553_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGqi-CKNYiBqCbmL3hhB7mIpaO2XTeF8kKlo7ZdN4XyQli2XQfeqs7txYJUmw6tGzrQU9whizecqv8TdzBWZ_Gb&_nc_ohc=QGbE4LCtZlwAX_unlnz&_nc_ht=scontent.fhan14-1.fna&oh=03_AdSXdtI2AgurCF4SGvv89p1zGFuIj4TETR1rQW0pHSsg_g&oe=662DE527 ,,,,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Đồng Lan Phương,"Ở Sài Gòn, hạnh phúc là khi...  1. Là khi mình dám ""lớn tiếng"" nhắc người ta gạt chống xe để họ nghe thấy. Đường Sài Gòn vụt qua nhau nhanh lắm, họ cũng chẳng kịp nói lời cảm ơn, mà mình vẫn thấy vui vẻ biết bao.  2. Là mấy bữa dậy sớm cà phê bệt bị dân phòng dí. Nhưng hạnh phúc vì bị dí cả hụi nên được chạy việt dã cũng mọi người.   3. Có bận được chú cảnh sát vẫy tấp dô, xong thấy mình còn sinh viên nên nhắc nhở: ""Nhìn biển báo chứ hông có nhìn người ta rồi đi ngược chiều nha mầy!"" xong thả đi.  4. Đi làm về còn thấy ánh mặt trời là vui quá trời vui. Đường có nhiêu cái đèn đỏ cũng không ngại, được ngắm hoàng hôn đẹp là tui đợi được hết.  5. Đi Mai Chí Thọ mà hết xăng má ơi. Đang hì hục dắt bộ thì có anh Grab đậu cái xịch, rồi bắt mở cốp xe tiếp năng lượng. Ảnh kêu: ""Con gái mà giỏi dữ? Tui thấy mấy người dắt bộ từ cầu Cá Trê Lớn, chạy đi mua bình xăng quay lại mà đã gần đến trạm xăng luôn rồi. Biết zậy đợi mấy người ở trạm xăng hehe""  6. Được đưa đi thả diều là thấy hạnh phúc rồi!  7. Hạnh phúc là kiếm được quán ăn ngon, lại vừa hay ngay gần nhà mình.  8. Được ngồi trên chiếc xe buýt mát lạnh, chạy êm, bác tài dễ thương, không tạt đầu, đua xe, leo lề.  9. Không phải hạnh phúc nữa mà phải gọi là kỷ lục: chạy nguyên con đường Quang Trung không lọt một nắp cống nào!  10. Có người yêu ở Sài Gòn Có người yêu ở Sài Gòn Có người yêu ở Sài Gòn Điều quan trọng nhắc lại 3 lần 😁",https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/431145044_422819093662630_246240135325482572_n.png?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG-K7x237NQxDWoZ5leJu40yXLyJASgUszJcvIkBKBSzKSMxuwR0_tkD-b9fmFFB9tdw3s4wVdqG_8K88adJJSe&_nc_ohc=odAy7HC2JOYAX9cNbUI&_nc_ht=scontent.fhan14-5.fna&oh=03_AdT1gcRFRK-NwFQoiPfxvyLZIT4KAW4TuKhcg8aPC0zTIg&oe=662DF026 ,,,,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,https://www.facebook.com/Howcoolvietnamm/posts/pfbid023ZQwHQ37kwAmD7jQARDTFWMPdJj4Xr5obF1Z1xvScfFYhbYuchqEgcZPioJCH4Snl,,,,https://www.facebook.com/Howcoolvietnamm/posts/pfbid037C5pUGZBRrxqseNYqddhxTBEhvVZUJTP8iChWqF32kfYCBjrqL8ZBr164Voe87Hrl,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,"Đợi đi sắp mát rồi, nắng nóng tại Nam bộ có khả năng thu hẹp và giảm dần cường độ từ  21/3    Theo Đài Khí tượng Thủy văn khu vực Nam bộ, ngày hôm qua (17/3), nắng nóng xuất hiện diện rộng ở miền Đông và cục bộ ở miền Tây Nam bộ, cường độ nắng nóng ít thay đổi so với ngày trước đó. Thời tiết phổ biến không mưa, một vài ngày cuối tháng, có khả năng có mưa vài nơi với lượng nhỏ. Tuy vậy. một vài ngày có nắng nóng gay gắt với nhiệt độ cao nhất trên 37 độ C ở khu vực Miền Đông và một vài nơi ở Miền Tây.  Theo Tiền Phong",,,,,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,"Lấp lánh mùa nước đổ trên ruộng bậc thang Sàng Ma Sáo. Vào mùa nước đổ, ruộng bậc thang xã Sàng Ma Sáo, huyện Bát Xát, tỉnh Lào Cai đẹp như một bức tranh thiên nhiên với vô vàn màu sắc tươi sáng nổi bật giữa núi rừng hùng vĩ. Từ dãy Nhìu Cồ San, ta có thể ngắm nhìn cảnh sắc huyền ảo như tấm gương khổng lồ phản chiếu bức tranh thiên nhiên nên thơ.  Những thửa ruộng mênh mang nước đan xen những đốm mạ non mơn mởn, chỗ nước lấp lánh trong veo làm nổi bật những bờ ruộng uốn khúc mềm mại, quyến rũ.    Phạm Quang Quý  Hứa thật nhiều, thất hứa cũng thật nhiều  Tuyến Metro số 1 (Bến Thành - Suối Tiên) dự kiến khai thác thương mại quý 4 năm nay, thay vì vào tháng 7 như kế hoạch trước đó.  Theo đó, trong quý 3 (tháng 7, 8, 9), Metro Bến Thành - Suối Tiên cần được triển khai thêm nhiều phần việc.. Do đó, tuyến tàu điện đầu tiên của thành phố chưa thể chở khách thương mại trong thời gian này.  Mấy ní hay chạy ẩu chú ý nè, TP.HCM chi 240 tỉ đồng đầu tư hệ thống điều khiển và giám sát giao thông  Sáng 14.3, HĐND TP.HCM khóa X, các đại biểu đã biểu quyết thông qua 2 nghị quyết về chủ trương đầu tư hệ thống điều khiển giao thông linh hoạt các trục giao thông chính và chủ trương đầu tư dự án bổ sung hệ thống camera giám sát giao thông trên địa bàn TP.HCM.  Theo đó, dự án đầu tư hệ thống điều khiển giao thông linh hoạt các trục giao thông chính cần tổng mức đầu tư gần 180 tỉ đồng, từ nguồn ngân sách thành phố; thời gian thực hiện từ năm 2024 - 2025.  Còn dự án bổ sung hệ thống camera giám sát phục vụ công tác kiểm soát giao thông cần tổng mức đầu tư gần 60 tỉ đồng, từ nguồn ngân sách TP.HCM; thời gian thực hiện từ năm 2023 - 2025. Sài Gòn, dạo này đi đâu chụp hình? Lên nhẹ cho mấy ní list mấy địa điểm check in đang hot rần rần đợt này nha. Tầm này mà cuối tuần vi vu khu thả diều hay ghé công viên bờ sông là chill với mát dữ lắm, kéo theo đứa bạn biết chụp ảnh nữa là bao có ảnh xinh Lưu lại cuối tuần này triển liền thôi nhỉ?  Hè rồi, đi biển thôi, ngắm nhìn một Phú Yên thật khác Nếu đã quá quen thuộc với Phú Yên về những địa danh nổi tiếng như (Mũi Điện - Gành Đá Đĩa - Bãi Xép .v.v...) thì thử ghé thăm một góc đối diện hòn đảo Cù Lao Mái Nhà, chọn làm nơi camping để ngắm biển thử xem nha. Chọn một góc yên bình để nghỉ chân, thỏa sức ngắm đại dương hùng vĩ, đường chân trời xa tít tắp và cả bầu trời bình minh lẫn hoàng hôn đều tuyệt đẹp. Đến Phú Yên, hẳn ai cũng sẽ lụy màu xanh ngát của biển, của núi, của cái nét hoang sơ vừa đủ ở vùng đất này.  Nghĩ thử một ngày mình thức dậy, trước mắt mình là một chiếc view rộng lớn và mộng mơ, điều đó thật tuyệt phải không? Hè này, ghé thăm Phú Yên một lần thôi bạn nhỉ?   Cách để con diều của bạn luôn nổi bật dù ở khu nhiều diều như Q2   Ở thành phố này, hai từ “không hợp”, nghe khá mơ hồ nhưng thực ra đôi khi lại phù hợp nhất Ví như bạn vẫn còn muốn ở lại Sài Gòn để phát triển, người ấy thì lại muốn về quê, tìm một công việc ổn định, yên bình, cũng đã là một điều không hợp rồi. Bạn cho rằng tuổi trẻ cần cố gắng, tập trung cho công việc, điều cần nhất là một sự đồng hành, người ấy thì luôn cần bạn ở bên, cần quan tâm mọi lúc. Không thể thấu hiểu, những cãi vã cũng sẽ một nhiều, thế là xa nhau. Bạn là một người tôn trọng giờ giấc, nửa kia thì luôn quen việc trì hoãn, mấy buổi đi chơi lúc nào cũng sẽ muộn, cả hai cũng cảm thấy không vui, cũng vơi đi mấy phần hạnh phúc. Giữa hai con người khác nhau sẽ có vô vàn khác biệt, có những điều mà vì tình yêu chúng ta có thể chấp nhận, nhưng cũng có điều không, vì như vậy sẽ chẳng còn là chính bạn nữa. Không cho nhau được thứ tình cảm mà đối phương muốn, vậy đã là không hợp rồi. Chẳng có đúng và sai, đơn giản là không hợp, chỉ bởi vì không hợp thế thôi. Làng Chài Nhơn Lý - Chốn yên bình nép mình bên bờ biển Cách thành phố Quy Nhơn tầm 30km với địa hình dốc thoải ra biển. Làng chài Nhơn Lý được thiết kế phân tầng, theo độ dốc của những lối đi. Nhơn Lý ấn tượng bởi dáng vẻ cổ kính nhuốm màu thời gian, điểm tô thêm những giàn hoa giấy bung nở tạo nên một nét đẹp thơ mộng rất riêng cho ngôi làng được mệnh danh là Hometown Cha-cha-cha phiên bản Việt. Nhơn Lý vào hè, không khí trong lành, tràn ngập nắng vàng, biển xanh và cả gió trời mát rượi, healing lắm. Nếu đã quá mệt mỏi với chốn thành thị ngột ngạt, ghế thử Nhơn Lý, sạc pin lại tâm hồn đang mỏi mệt, tạm quên đi muộn phiền trong cuộc sống, để thấy mình thật bình yên.  : annhien___ Đi thử để hiểu thêm về lịch sử nước nhà nè   Tour đêm Trăng chiến khu địa đạo Củ Chi tái hiện vùng đất thép 60 năm trước chính thức được mở đón du khách. Chương trình lấy ánh trăng làm chủ đạo, tái hiện lại cuộc sống, sinh hoạt về đêm của người dân Củ Chi sống trong vùng giải phóng với những hoạt động: tham gia đào địa đạo, sinh hoạt về đêm, xay lúa, giã gạo, trai gái hò đối đáp, họp chợ, hòa lẫn với tiếng bom, tiếng pháo, tiếng máy bay địch. Các tour tham quan ban đêm với chủ đề Trăng chiến khu sẽ mở xuyên suốt tại địa đạo trong năm 2024. Dự kiến mỗi tháng mở 3 tour tham quan, sau đó điều chỉnh cho phù hợp với lượt đăng ký, phản hồi, đánh giá của du khách.   Trong tháng 3.2024, có 3 tour được tổ chức vào các ngày 18, 22 và 25. Riêng tour đêm 22.3 đã có gần 100 khách đặt vé trước.  Dấu hiệu tích cực để ủng hộ và hiểu thêm về lịch sử nước nha, ghé địa đạo Củ Chi trải nghiệm thử nha.",https://scontent.fhan14-3.fna.fbcdn.net/v/t1.15752-9/431141461_952344509583022_4006078265509882736_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHvMCbLl_pPa034CpAzuY5ODBgK7N2bB2QMGArs3ZsHZH1ooo6R0c5Od55Kjb0IfQfucQitA5FKFtaESdNvKoZR&_nc_ohc=jBpMVa73Nb4AX8u5M0k&_nc_ht=scontent.fhan14-3.fna&oh=03_AdRd7CioPxbCJpzal0ei34IA7kk7Ng3bGfLKo8Q3afS4IQ&oe=662DEB80 ,,,,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Bánh Bòa,Có giải thích nhưng không đáng kể 😀,https://photos.app.goo.gl/pn7Mqik7Mjhu7uTf7,,,,Đạt,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,https://www.facebook.com/chuyencuarsaigon/posts/pfbid02vU1znj3wAF394amy3tgqDimWki5m1WKvh4haEJTxv8HjKRDmp8H6wQECjAbDKUoql?__cft__[0]=AZUulQR22QKwMrgRYaPkSL3Y27vMmPa-cVDxS7LSY1HSlJDsqLpaGUHdSpcl_nalEqLb4sUnvXNJeeN-S0IHwm_aLpDZKG5i1Va1Of3KDL9z7Bsts9ag_F2xRSPGC8vlemYEl02ZcmcFzyB_eN-fmRROKnLE4K-s93hWpZHedXg9TDmqAg-U7Henketd1yQmQpg&__tn__=%2CO%2CP-R,,,,https://www.facebook.com/chuyencuarsaigon/posts/pfbid0rhbysm1p8Mt7md5prXYKL687boRwPT1NsHZLaftL3cpNpigjhLrSDG7sCMfdQfz4l,Bách,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Đồng Lan Phương,"Tối 18-3, tổ công tác đội cảnh sát giao thông - trật tự Công an quận 11 (Công an TP.HCM) lập chốt kiểm tra nồng độ cồn tại giao lộ đường Hàn Hải Nguyên - đường 3 Tháng 2, phường 8, vừa tuần tra, kiểm soát kết hợp mật phục.  Lúc 20h50, tổ công tác phát hiện người đàn ông chạy xe máy trên đường Hàn Hải Nguyên (phường 2, quận 11) loạng choạng tay lái, nghi say xỉn nên dừng xe kiểm tra.   Tuy nhiên người này không chịu đo nồng độ cồn mà ""cãi chày cãi cối"" với cảnh sát là mình không nhậu.   Yêu cầu người đàn ông thổi vào máy đo nồng độ cồn để kiểm tra nhưng người này nhất quyết không thổi, không khai tên tuổi và địa chỉ, cảnh sát còn giải thích nếu sau khi kiểm tra không có nồng độ cồn sẽ cảm ơn và mời tiếp tục di chuyển nhưng anh này vẫn bất hợp tác.   Bất ngờ người này bỏ lại xe máy, chạy mất hút vào hẻm trong khi cảnh sát đang thuyết phục. Cảnh sát sau đó yêu cầu lực lượng chức năng địa phương ra ký vào biên bản người chứng kiến, đưa xe máy về đội và lập biên bản hành vi ""người điều khiển phương tiện không chấp hành yêu cầu kiểm tra nồng độ cồn của lực lượng chức năng"".   Về hành vi này, sau khi xác minh ra chủ xe và mời chủ xe lên làm việc sẽ bị xử lý kịch khung của hành vi vi phạm nồng độ cồn.  Theo Báo Tuổi trẻ",,,,,Bách,Duyệt,,
2024/03/20,FP - Sài Gòn nghenn,Đồng Lan Phương,"Nhậu Q11 nhưng có máu dân Bình Thạnh 🤣 Được kiểm tra nồng độ cồn, người đàn ông dục xe bỏ chạy mất hút vào trong hẻm",,,,,Bách,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Nguyễn Thành Vĩnh,"Bạn tui nhậu say gọi điện nyc nửa tiếng rồi, ai cản nó lại dí 🥹🥹",https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/432185681_1558481631607474_2897141622274977903_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeG1BcqDGGDdyJBuWo582j7OlRJXvumVytqVEle-6ZXK2qBmmWf5TNAsrVWVGZ5zvUCuGNeJVM0h_SeXV0rNNpqu&_nc_ohc=NCdbPdGJv-wAX85jIju&_nc_ht=scontent.fhan14-5.fna&oh=03_AdRpg0GhR0lyXMs2GP6choN3s0lGutORzA2nOGTLY-gqtg&oe=662DD1B9 ,,,,Bách,Duyệt,,
2024/03/19,FP - Sài Gòn nghenn,Đồng Lan Phương,"- Anh, ôm bé!

Tui mới học được một từ mới: “cuddle” không chỉ là một cái ôm, mà là một cái ôm thật sâu, thật lâu.

“Cuddle” thiệt sự là một phương pháp chữa lành hữu hiệu. Trải qua ngày dài mệt nhọc, về được “bạn nhà” ôm vào lòng là coi như trút bỏ được hết mọi lo toan.

Cả ngày dù có bận rộn, đừng quên trao nhau một cái ôm!
📸: Vitamin Sea",https://scontent.fhan14-5.fna.fbcdn.net/v/t1.15752-9/432111717_1450541595818730_4359965723023681716_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeHqr6gx7YGYG7IuDpPPihFvYl0zNXjNKONiXTM1eM0o459gSB5ZWLdSe1GI5-AswbiZzuygrKE-OVjZeCMOaXeT&_nc_ohc=FmCM2rzH-88AX_E1fYB&_nc_ht=scontent.fhan14-5.fna&oh=03_AdSCjPcRUYA1G6qd9Wy2mwCoo47qb17C7Rnpzz7zkHjuTg&oe=662DDD2A ,,,,Bách,Duyệt,,
